Cancer,Repeat,Method,Selected alpha,Subsample n,Event n,Nonzero,Top20 indices,Top20 genes
LUAD,24,CV-Cox-Lasso,0.026406856481509398,352,129,549,7833;200;1782;5431;2471;7267;4133;6244;3195;1386;1425;4260;8118;4054;1546;7591;4281;6277;8013;1602,VAX1;AFP;CRCT1;PEG3;FABP1;TFAP2E;KRT81;RPTN;GPR89B;CDH15;CDSN;LIMCH1;ZNF568;KLHDC9;CHST8;TRIM40;LLGL2;RUNDC3B;ZFP3;CLEC18C
LUAD,24,CV-Cox-EN,0.13583231767728454,352,129,75,4497;7833;4197;2361;2413;4477;1300;7428;1650;2754;2481;1599;6931;4269;1740;506;2459;3640;7236;5512,MARCH4;VAX1;LDLRAD3;ENPP5;ERO1L;MAP3K8;CD200R1;TMEM38A;CNGA1;FKBP6;FAHD2B;CLEC17A;SPATA6;LINGO2;COX7B2;ASB2;F12;IGFBP1;TDRD1;PITX3
LUAD,25,CV-Cox-Lasso,0.026406856481509398,352,132,863,2635;376;1782;4145;7214;2307;6080;2643;3464;1676;3059;5898;3534;2327;3940;1847;3879;7520;5946;3976,FBLN5;ANO9;CRCT1;LAD1;TCF21;ELF3;RFPL4B;FBXL16;HOOK1;CNTNAP3;GLIPR1L2;PTPRQ;HS6ST3;EMID1;KCNV1;CTCFL;KCNG1;TNNT3;RAB36;KIAA1239
LUAD,25,CV-Cox-EN,0.13583231767728454,352,132,55,6857;1904;2481;7833;4938;6331;2361;8013;4197;4024;4269;4379;372;5140;506;3101;1772;4445;1300;2058,SNTG2;CYP17A1;FAHD2B;VAX1;NEUROD1;SATB2;ENPP5;ZFP3;LDLRAD3;KIR2DL1;LINGO2;LRRC66;ANO4;NXPH1;ASB2;GNMT;CPXM2;MAEL;CD200R1;DKK1
LUAD,26,CV-Cox-Lasso,0.026406856481509398,352,131,224,3606;2635;7214;1300;1496;5734;5746;6101;7398;4790;5321;2734;7428;5512;5493;2327;7207;2965;2712;2463,IFFO1;FBLN5;TCF21;CD200R1;CHDH;PRDM6;PRICKLE2;RGS2;TMEM170B;MYH14;PBX4;FGL2;TMEM38A;PITX3;PIK3C2B;EMID1;TBXAS1;GCG;FGF14;F2RL1
LUAD,26,CV-Cox-EN,0.13583231767728454,352,131,59,4269;2481;7428;5512;4197;4024;7921;1143;4222;2838;3520;4445;2571;576;2058;1904;506;1300;1772;8012,LINGO2;FAHD2B;TMEM38A;PITX3;LDLRAD3;KIR2DL1;WFIKKN2;CBFA2T3;LGALS9B;FRMD1;HRCT1;MAEL;FAM41C;ATP8A2;DKK1;CYP17A1;ASB2;CD200R1;CPXM2;ZFP28
LUAD,27,CV-Cox-Lasso,0.026406856481509398,352,125,151,5477;7263;7223;8049;4269;1904;6127;5191;7750;3319;6988;7626;1523;6743;5641;6857;3154;1847;1068;1827,PHOX2A;TFAP2A;TCN1;ZNF233;LINGO2;CYP17A1;RHOV;OPRD1;UBL4B;HAPLN1;SQLE;TRPC6;CHRNA1;SLC4A8;PNPLA3;SNTG2;GPR150;CTCFL;CACNG4;CSMD3
LUAD,27,CV-Cox-EN,0.13583231767728454,352,125,50,4269;1523;6988;329;7223;7690;3070;3640;6242;5847;7263;1599;4197;4083;4379;2361;3154;6319;2708;1529,LINGO2;CHRNA1;SQLE;ANGPTL4;TCN1;TTLL2;GLS2;IGFBP1;RPS6KL1;PSTPIP2;TFAP2A;CLEC17A;LDLRAD3;KLRB1;LRRC66;ENPP5;GPR150;SAMD13;FGF1;CHRNA6
LUAD,28,CV-Cox-Lasso,0.026406856481509398,352,130,179,629;7626;1776;1904;4367;4201;2481;3315;4222;5140;7808;6857;1566;4119;903;2998;3727;3471;5652;7650,BARX1;TRPC6;CR2;CYP17A1;LRRC3B;LEFTY1;FAHD2B;HAND1;LGALS9B;NXPH1;UPP2;SNTG2;CLC;KRT38;C20orf202;GFI1B;IMPG1;HOXA11;POLR3G;TSPAN11
LUAD,28,CV-Cox-EN,0.13583231767728454,352,130,49,1904;7626;506;5512;2481;4269;7833;5652;4197;7603;2998;2058;4119;6857;8142;5140;3070;6560;1300;1650,CYP17A1;TRPC6;ASB2;PITX3;FAHD2B;LINGO2;VAX1;POLR3G;LDLRAD3;TRIM6;GFI1B;DKK1;KRT38;SNTG2;ZNF667;NXPH1;GLS2;SIGLEC6;CD200R1;CNGA1
LUAD,29,CV-Cox-Lasso,0.026406856481509398,352,130,235,5752;575;5830;2434;893;4913;7575;6542;576;2533;3245;3755;5120;8102;3493;1743;1128;6319;3944;6226,PRKACB;ATP8A1;PSG4;ETV1;C1orf63;NEDD4;TRERF1;SHISA4;ATP8A2;FAM174B;GRIN2D;IQCG;NTSR1;ZNF502;HOXC8;CPA1;CASP14;SAMD13;KCTD14;RPLP0P2
LUAD,29,CV-Cox-EN,0.13583231767728454,352,130,64,4197;4269;2481;2754;5652;6857;10;7071;4024;6319;5512;7236;6743;7833;2182;5583;2058;7690;6102;4620,LDLRAD3;LINGO2;FAHD2B;FKBP6;POLR3G;SNTG2;ABAT;STOX1;KIR2DL1;SAMD13;PITX3;TDRD1;SLC4A8;VAX1;DSC1;PLEK2;DKK1;TTLL2;RGS20;MIPOL1
LUAD,30,CV-Cox-Lasso,0.026406856481509398,352,123,169,4024;4367;5140;7236;5191;6929;4222;5227;1011;1904;266;5603;7626;7428;3678;4197;5477;6866;4735;4119,KIR2DL1;LRRC3B;NXPH1;TDRD1;OPRD1;SPATA22;LGALS9B;OSR1;C9orf106;CYP17A1;ALCAM;PLG;TRPC6;TMEM38A;IL17A;LDLRAD3;PHOX2A;SNX7;MTBP;KRT38
LUAD,30,CV-Cox-EN,0.13583231767728454,352,123,44,4197;1904;4024;2481;4269;91;7236;5512;5140;1772;329;7736;8144;4379;1091;6380;7833;2774;2413;504,LDLRAD3;CYP17A1;KIR2DL1;FAHD2B;LINGO2;ACSM5;TDRD1;PITX3;NXPH1;CPXM2;ANGPTL4;TYRP1;ZNF677;LRRC66;CAMK1D;SCPEP1;VAX1;FMO3;ERO1L;ASAP3
